trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
506,19:28:00,19:28:00,37378,2,0,0,0.8826
506,19:30:00,19:30:00,37377,3,0,0,1.1756
506,19:32:00,19:32:00,37376,4,0,0,1.5225
506,19:34:00,19:34:00,36994,5,0,0,1.7716
506,19:36:00,19:36:00,36995,6,0,0,2.0661
506,19:38:00,19:38:00,36996,7,0,0,2.4739
506,19:39:00,19:39:00,36997,8,0,0,2.7513
506,19:42:00,19:42:00,36998,9,0,0,3.4326
506,19:45:00,19:45:00,37002,10,0,0,4.8544
506,19:46:00,19:46:00,37003,11,0,0,5.5023
506,19:48:00,19:48:00,37004,12,0,0,6.7125
506,19:50:00,19:50:00,37005,13,0,0,7.2748
506,19:52:00,19:52:00,38229,14,0,0,8.1350
506,19:55:00,19:55:00,42673,15,0,0,9.0369
507,19:45:00,19:45:00,39348,1,0,0,0.0000
507,19:48:00,19:48:00,37378,2,0,0,0.8826
507,19:50:00,19:50:00,37377,3,0,0,1.1756
507,19:52:00,19:52:00,37376,4,0,0,1.5225
507,19:54:00,19:54:00,36994,5,0,0,1.7716
507,19:56:00,19:56:00,36995,6,0,0,2.0661
507,19:58:00,19:58:00,36996,7,0,0,2.4739
507,19:59:00,19:59:00,36997,8,0,0,2.7513
507,20:02:00,20:02:00,36998,9,0,0,3.4326
507,20:05:00,20:05:00,37002,10,0,0,4.8544
507,20:06:00,20:06:00,37003,11,0,0,5.5023
507,20:08:00,20:08:00,37004,12,0,0,6.7125
507,20:10:00,20:10:00,37005,13,0,0,7.2748
507,20:12:00,20:12:00,38229,14,0,0,8.1350
507,20:15:00,20:15:00,42673,15,0,0,9.0369
508,20:05:00,20:05:00,39348,1,0,0,0.0000
508,20:08:00,20:08:00,37378,2,0,0,0.8826
508,20:10:00,20:10:00,37377,3,0,0,1.1756
508,20:12:00,20:12:00,37376,4,0,0,1.5225
508,20:14:00,20:14:00,36994,5,0,0,1.7716
508,20:16:00,20:16:00,36995,6,0,0,2.0661
508,20:18:00,20:18:00,36996,7,0,0,2.4739
508,20:19:00,20:19:00,36997,8,0,0,2.7513
508,20:22:00,20:22:00,36998,9,0,0,3.4326
508,20:25:00,20:25:00,37002,10,0,0,4.8544
508,20:26:00,20:26:00,37003,11,0,0,5.5023
508,20:28:00,20:28:00,37004,12,0,0,6.7125
508,20:30:00,20:30:00,37005,13,0,0,7.2748
508,20:32:00,20:32:00,38229,14,0,0,8.1350
508,20:35:00,20:35:00,42673,15,0,0,9.0369
509,20:25:00,20:25:00,39348,1,0,0,0.0000
509,20:28:00,20:28:00,37378,2,0,0,0.8826
509,20:30:00,20:30:00,37377,3,0,0,1.1756
509,20:32:00,20:32:00,37376,4,0,0,1.5225
509,20:34:00,20:34:00,36994,5,0,0,1.7716
509,20:36:00,20:36:00,36995,6,0,0,2.0661
509,20:38:00,20:38:00,36996,7,0,0,2.4739
509,20:39:00,20:39:00,36997,8,0,0,2.7513
509,20:42:00,20:42:00,36998,9,0,0,3.4326
509,20:45:00,20:45:00,37002,10,0,0,4.8544
509,20:46:00,20:46:00,37003,11,0,0,5.5023
509,20:48:00,20:48:00,37004,12,0,0,6.7125
509,20:50:00,20:50:00,37005,13,0,0,7.2748
509,20:52:00,20:52:00,38229,14,0,0,8.1350
509,20:55:00,20:55:00,42673,15,0,0,9.0369
510,20:45:00,20:45:00,39348,1,0,0,0.0000
510,20:48:00,20:48:00,37378,2,0,0,0.8826
510,20:50:00,20:50:00,37377,3,0,0,1.1756
510,20:52:00,20:52:00,37376,4,0,0,1.5225
510,20:54:00,20:54:00,36994,5,0,0,1.7716
510,20:56:00,20:56:00,36995,6,0,0,2.0661
510,20:58:00,20:58:00,36996,7,0,0,2.4739
510,20:59:00,20:59:00,36997,8,0,0,2.7513
510,21:02:00,21:02:00,36998,9,0,0,3.4326
510,21:05:00,21:05:00,37002,10,0,0,4.8544
510,21:06:00,21:06:00,37003,11,0,0,5.5023
510,21:08:00,21:08:00,37004,12,0,0,6.7125
510,21:10:00,21:10:00,37005,13,0,0,7.2748
510,21:12:00,21:12:00,38229,14,0,0,8.1350
510,21:15:00,21:15:00,42673,15,0,0,9.0369
511,21:05:00,21:05:00,39348,1,0,0,0.0000
511,21:08:00,21:08:00,37378,2,0,0,0.8826
511,21:10:00,21:10:00,37377,3,0,0,1.1756
511,21:12:00,21:12:00,37376,4,0,0,1.5225
511,21:14:00,21:14:00,36994,5,0,0,1.7716
511,21:16:00,21:16:00,36995,6,0,0,2.0661
511,21:18:00,21:18:00,36996,7,0,0,2.4739
511,21:19:00,21:19:00,36997,8,0,0,2.7513
511,21:22:00,21:22:00,36998,9,0,0,3.4326
511,21:25:00,21:25:00,37002,10,0,0,4.8544
511,21:26:00,21:26:00,37003,11,0,0,5.5023
511,21:28:00,21:28:00,37004,12,0,0,6.7125
511,21:30:00,21:30:00,37005,13,0,0,7.2748
511,21:32:00,21:32:00,38229,14,0,0,8.1350
511,21:35:00,21:35:00,42673,15,0,0,9.0369
512,21:25:00,21:25:00,39348,1,0,0,0.0000
512,21:28:00,21:28:00,37378,2,0,0,0.8826
512,21:30:00,21:30:00,37377,3,0,0,1.1756
512,21:32:00,21:32:00,37376,4,0,0,1.5225
512,21:34:00,21:34:00,36994,5,0,0,1.7716
512,21:36:00,21:36:00,36995,6,0,0,2.0661
512,21:38:00,21:38:00,36996,7,0,0,2.4739
512,21:39:00,21:39:00,36997,8,0,0,2.7513
512,21:42:00,21:42:00,36998,9,0,0,3.4326
512,21:45:00,21:45:00,37002,10,0,0,4.8544
512,21:46:00,21:46:00,37003,11,0,0,5.5023
512,21:48:00,21:48:00,37004,12,0,0,6.7125
512,21:50:00,21:50:00,37005,13,0,0,7.2748
512,21:52:00,21:52:00,38229,14,0,0,8.1350
512,21:55:00,21:55:00,42673,15,0,0,9.0369
513,21:45:00,21:45:00,39348,1,0,0,0.0000
513,21:48:00,21:48:00,37378,2,0,0,0.8826
513,21:50:00,21:50:00,37377,3,0,0,1.1756
513,21:52:00,21:52:00,37376,4,0,0,1.5225
513,21:54:00,21:54:00,36994,5,0,0,1.7716
513,21:56:00,21:56:00,36995,6,0,0,2.0661
513,21:58:00,21:58:00,36996,7,0,0,2.4739
513,21:59:00,21:59:00,36997,8,0,0,2.7513
513,22:02:00,22:02:00,36998,9,0,0,3.4326
513,22:05:00,22:05:00,37002,10,0,0,4.8544
513,22:06:00,22:06:00,37003,11,0,0,5.5023
513,22:08:00,22:08:00,37004,12,0,0,6.7125
513,22:10:00,22:10:00,37005,13,0,0,7.2748
513,22:12:00,22:12:00,38229,14,0,0,8.1350
513,22:15:00,22:15:00,42673,15,0,0,9.0369
514,22:05:00,22:05:00,39348,1,0,0,0.0000
514,22:08:00,22:08:00,37378,2,0,0,0.8826
514,22:10:00,22:10:00,37377,3,0,0,1.1756
514,22:12:00,22:12:00,37376,4,0,0,1.5225
514,22:14:00,22:14:00,36994,5,0,0,1.7716
514,22:16:00,22:16:00,36995,6,0,0,2.0661
514,22:18:00,22:18:00,36996,7,0,0,2.4739
514,22:19:00,22:19:00,36997,8,0,0,2.7513
514,22:22:00,22:22:00,36998,9,0,0,3.4326
514,22:25:00,22:25:00,37002,10,0,0,4.8544
514,22:26:00,22:26:00,37003,11,0,0,5.5023
514,22:28:00,22:28:00,37004,12,0,0,6.7125
514,22:30:00,22:30:00,37005,13,0,0,7.2748
514,22:32:00,22:32:00,38229,14,0,0,8.1350
514,22:35:00,22:35:00,42673,15,0,0,9.0369
515,22:25:00,22:25:00,39348,1,0,0,0.0000
515,22:28:00,22:28:00,37378,2,0,0,0.8826
515,22:30:00,22:30:00,37377,3,0,0,1.1756
515,22:32:00,22:32:00,37376,4,0,0,1.5225
515,22:34:00,22:34:00,36994,5,0,0,1.7716
515,22:36:00,22:36:00,36995,6,0,0,2.0661
515,22:38:00,22:38:00,36996,7,0,0,2.4739
515,22:39:00,22:39:00,36997,8,0,0,2.7513
515,22:42:00,22:42:00,36998,9,0,0,3.4326
515,22:45:00,22:45:00,37002,10,0,0,4.8544
515,22:46:00,22:46:00,37003,11,0,0,5.5023
515,22:48:00,22:48:00,37004,12,0,0,6.7125
515,22:50:00,22:50:00,37005,13,0,0,7.2748
515,22:52:00,22:52:00,38229,14,0,0,8.1350
515,22:55:00,22:55:00,42673,15,0,0,9.0369
516,22:45:00,22:45:00,39348,1,0,0,0.0000
516,22:48:00,22:48:00,37378,2,0,0,0.8826
516,22:50:00,22:50:00,37377,3,0,0,1.1756
516,22:52:00,22:52:00,37376,4,0,0,1.5225
516,22:54:00,22:54:00,36994,5,0,0,1.7716
516,22:56:00,22:56:00,36995,6,0,0,2.0661
516,22:58:00,22:58:00,36996,7,0,0,2.4739
516,22:59:00,22:59:00,36997,8,0,0,2.7513
516,23:02:00,23:02:00,36998,9,0,0,3.4326
516,23:05:00,23:05:00,37002,10,0,0,4.8544
516,23:06:00,23:06:00,37003,11,0,0,5.5023
516,23:08:00,23:08:00,37004,12,0,0,6.7125
516,23:10:00,23:10:00,37005,13,0,0,7.2748
516,23:12:00,23:12:00,38229,14,0,0,8.1350
516,23:15:00,23:15:00,42673,15,0,0,9.0369
517,23:05:00,23:05:00,39348,1,0,0,0.0000
517,23:08:00,23:08:00,37378,2,0,0,0.8826
517,23:10:00,23:10:00,37377,3,0,0,1.1756
517,23:12:00,23:12:00,37376,4,0,0,1.5225
517,23:14:00,23:14:00,36994,5,0,0,1.7716
517,23:16:00,23:16:00,36995,6,0,0,2.0661
517,23:18:00,23:18:00,36996,7,0,0,2.4739
517,23:19:00,23:19:00,36997,8,0,0,2.7513
517,23:22:00,23:22:00,36998,9,0,0,3.4326
517,23:25:00,23:25:00,37002,10,0,0,4.8544
517,23:26:00,23:26:00,37003,11,0,0,5.5023
517,23:28:00,23:28:00,37004,12,0,0,6.7125
517,23:30:00,23:30:00,37005,13,0,0,7.2748
517,23:32:00,23:32:00,38229,14,0,0,8.1350
517,23:35:00,23:35:00,42673,15,0,0,9.0369
518,23:25:00,23:25:00,39348,1,0,0,0.0000
518,23:28:00,23:28:00,37378,2,0,0,0.8826
518,23:30:00,23:30:00,37377,3,0,0,1.1756
518,23:32:00,23:32:00,37376,4,0,0,1.5225
518,23:34:00,23:34:00,36994,5,0,0,1.7716
518,23:36:00,23:36:00,36995,6,0,0,2.0661
518,23:38:00,23:38:00,36996,7,0,0,2.4739
518,23:39:00,23:39:00,36997,8,0,0,2.7513
518,23:42:00,23:42:00,36998,9,0,0,3.4326
518,23:45:00,23:45:00,37002,10,0,0,4.8544
518,23:46:00,23:46:00,37003,11,0,0,5.5023
518,23:48:00,23:48:00,37004,12,0,0,6.7125
518,23:50:00,23:50:00,37005,13,0,0,7.2748
518,23:52:00,23:52:00,38229,14,0,0,8.1350
518,23:55:00,23:55:00,42673,15,0,0,9.0369
519,23:45:00,23:45:00,39348,1,0,0,0.0000
519,23:48:00,23:48:00,37378,2,0,0,0.8826
519,23:50:00,23:50:00,37377,3,0,0,1.1756
519,23:52:00,23:52:00,37376,4,0,0,1.5225
519,23:54:00,23:54:00,36994,5,0,0,1.7716
519,23:56:00,23:56:00,36995,6,0,0,2.0661
519,23:58:00,23:58:00,36996,7,0,0,2.4739
519,23:59:00,23:59:00,36997,8,0,0,2.7513
519,24:02:00,24:02:00,36998,9,0,0,3.4326
519,24:05:00,24:05:00,37002,10,0,0,4.8544
519,24:06:00,24:06:00,37003,11,0,0,5.5023
519,24:08:00,24:08:00,37004,12,0,0,6.7125
519,24:10:00,24:10:00,37005,13,0,0,7.2748
519,24:12:00,24:12:00,38229,14,0,0,8.1350
519,24:15:00,24:15:00,42673,15,0,0,9.0369
520,24:05:00,24:05:00,39348,1,0,0,0.0000
520,24:08:00,24:08:00,37378,2,0,0,0.8826
520,24:10:00,24:10:00,37377,3,0,0,1.1756
520,24:12:00,24:12:00,37376,4,0,0,1.5225
520,24:14:00,24:14:00,36994,5,0,0,1.7716
520,24:16:00,24:16:00,36995,6,0,0,2.0661
520,24:18:00,24:18:00,36996,7,0,0,2.4739
520,24:19:00,24:19:00,36997,8,0,0,2.7513
520,24:22:00,24:22:00,36998,9,0,0,3.4326
520,24:25:00,24:25:00,37002,10,0,0,4.8544
520,24:26:00,24:26:00,37003,11,0,0,5.5023
520,24:28:00,24:28:00,37004,12,0,0,6.7125
520,24:30:00,24:30:00,37005,13,0,0,7.2748
520,24:32:00,24:32:00,38229,14,0,0,8.1350
520,24:35:00,24:35:00,42673,15,0,0,9.0369
521,24:35:00,24:35:00,39348,1,0,0,0.0000
521,24:38:00,24:38:00,37378,2,0,0,0.8826
521,24:40:00,24:40:00,37377,3,0,0,1.1756
521,24:42:00,24:42:00,37376,4,0,0,1.5225
521,24:44:00,24:44:00,36994,5,0,0,1.7716
521,24:46:00,24:46:00,36995,6,0,0,2.0661
521,24:48:00,24:48:00,36996,7,0,0,2.4739
521,24:49:00,24:49:00,36997,8,0,0,2.7513
521,24:52:00,24:52:00,36998,9,0,0,3.4326
521,24:55:00,24:55:00,37002,10,0,0,4.8544
521,24:56:00,24:56:00,37003,11,0,0,5.5023
521,24:58:00,24:58:00,37004,12,0,0,6.7125
521,25:00:00,25:00:00,37005,13,0,0,7.2748
521,25:02:00,25:02:00,38229,14,0,0,8.1350
521,25:05:00,25:05:00,42673,15,0,0,9.0369
522,25:05:00,25:05:00,39348,1,0,0,0.0000
522,25:08:00,25:08:00,37378,2,0,0,0.8826
522,25:10:00,25:10:00,37377,3,0,0,1.1756
522,25:12:00,25:12:00,37376,4,0,0,1.5225
522,25:14:00,25:14:00,36994,5,0,0,1.7716
522,25:16:00,25:16:00,36995,6,0,0,2.0661
522,25:18:00,25:18:00,36996,7,0,0,2.4739
522,25:19:00,25:19:00,36997,8,0,0,2.7513
522,25:22:00,25:22:00,36998,9,0,0,3.4326
522,25:25:00,25:25:00,37002,10,0,0,4.8544
522,25:26:00,25:26:00,37003,11,0,0,5.5023
522,25:28:00,25:28:00,37004,12,0,0,6.7125
522,25:30:00,25:30:00,37005,13,0,0,7.2748
522,25:32:00,25:32:00,38229,14,0,0,8.1350
522,25:35:00,25:35:00,42673,15,0,0,9.0369
523,25:35:00,25:35:00,39348,1,0,0,0.0000
523,25:38:00,25:38:00,37378,2,0,0,0.8826
523,25:40:00,25:40:00,37377,3,0,0,1.1756
523,25:42:00,25:42:00,37376,4,0,0,1.5225
523,25:44:00,25:44:00,36994,5,0,0,1.7716
523,25:46:00,25:46:00,36995,6,0,0,2.0661
523,25:48:00,25:48:00,36996,7,0,0,2.4739
523,25:49:00,25:49:00,36997,8,0,0,2.7513
523,25:52:00,25:52:00,36998,9,0,0,3.4326
523,25:55:00,25:55:00,37002,10,0,0,4.8544
523,25:56:00,25:56:00,37003,11,0,0,5.5023
523,25:58:00,25:58:00,37004,12,0,0,6.7125
523,26:00:00,26:00:00,37005,13,0,0,7.2748
523,26:02:00,26:02:00,38229,14,0,0,8.1350
523,26:05:00,26:05:00,42673,15,0,0,9.0369
524,26:05:00,26:05:00,39348,1,0,0,0.0000
524,26:08:00,26:08:00,37378,2,0,0,0.8826
524,26:10:00,26:10:00,37377,3,0,0,1.1756
524,26:12:00,26:12:00,37376,4,0,0,1.5225
524,26:14:00,26:14:00,36994,5,0,0,1.7716
524,26:16:00,26:16:00,36995,6,0,0,2.0661
524,26:18:00,26:18:00,36996,7,0,0,2.4739
524,26:19:00,26:19:00,36997,8,0,0,2.7513
524,26:22:00,26:22:00,36998,9,0,0,3.4326
524,26:25:00,26:25:00,37002,10,0,0,4.8544
524,26:26:00,26:26:00,37003,11,0,0,5.5023
524,26:28:00,26:28:00,37004,12,0,0,6.7125
524,26:30:00,26:30:00,37005,13,0,0,7.2748
524,26:32:00,26:32:00,38229,14,0,0,8.1350
524,26:35:00,26:35:00,42673,15,0,0,9.0369
525,05:58:00,05:58:00,36999,1,0,0,0.0000
525,06:00:00,06:00:00,37000,2,0,0,0.3424
525,06:02:00,06:02:00,37001,3,0,0,0.9097
526,05:36:00,05:36:00,38579,1,0,0,0.0000
526,05:38:00,05:38:00,38578,2,0,0,0.5945
526,05:40:00,05:40:00,9878,3,0,0,1.2928
526,05:43:00,05:43:00,17699,4,0,0,2.4532
526,05:46:00,05:46:00,38442,5,0,0,3.7354
526,05:47:00,05:47:00,38441,6,0,0,4.2866
526,05:53:00,05:53:00,37378,7,0,0,5.7271
526,05:55:00,05:55:00,37377,8,0,0,6.0201
526,05:57:00,05:57:00,37376,9,0,0,6.3670
526,05:59:00,05:59:00,36994,10,0,0,6.6161
526,06:01:00,06:01:00,36995,11,0,0,6.9106
526,06:03:00,06:03:00,36996,12,0,0,7.3184
526,06:04:00,06:04:00,36997,13,0,0,7.5958
526,06:07:00,06:07:00,36998,14,0,0,8.2771
526,06:10:00,06:10:00,36999,15,0,0,9.1502
526,06:12:00,06:12:00,37000,16,0,0,9.4917
526,06:14:00,06:14:00,37001,17,0,0,10.0589
527,05:56:00,05:56:00,38579,1,0,0,0.0000
527,05:58:00,05:58:00,38578,2,0,0,0.5945
527,06:00:00,06:00:00,9878,3,0,0,1.2928
527,06:03:00,06:03:00,17699,4,0,0,2.4532
527,06:06:00,06:06:00,38442,5,0,0,3.7354
527,06:07:00,06:07:00,38441,6,0,0,4.2866
527,06:13:00,06:13:00,37378,7,0,0,5.7271
527,06:15:00,06:15:00,37377,8,0,0,6.0201
527,06:17:00,06:17:00,37376,9,0,0,6.3670
527,06:19:00,06:19:00,36994,10,0,0,6.6161
527,06:21:00,06:21:00,36995,11,0,0,6.9106
527,06:23:00,06:23:00,36996,12,0,0,7.3184
527,06:24:00,06:24:00,36997,13,0,0,7.5958
527,06:27:00,06:27:00,36998,14,0,0,8.2771
527,06:30:00,06:30:00,36999,15,0,0,9.1502
527,06:32:00,06:32:00,37000,16,0,0,9.4917
527,06:34:00,06:34:00,37001,17,0,0,10.0589
528,06:16:00,06:16:00,38579,1,0,0,0.0000
528,06:18:00,06:18:00,38578,2,0,0,0.5945
528,06:20:00,06:20:00,9878,3,0,0,1.2928
528,06:23:00,06:23:00,17699,4,0,0,2.4532
528,06:26:00,06:26:00,38442,5,0,0,3.7354
528,06:27:00,06:27:00,38441,6,0,0,4.2866
528,06:33:00,06:33:00,37378,7,0,0,5.7271
528,06:35:00,06:35:00,37377,8,0,0,6.0201
528,06:37:00,06:37:00,37376,9,0,0,6.3670
528,06:39:00,06:39:00,36994,10,0,0,6.6161
528,06:41:00,06:41:00,36995,11,0,0,6.9106
528,06:43:00,06:43:00,36996,12,0,0,7.3184
528,06:44:00,06:44:00,36997,13,0,0,7.5958
528,06:47:00,06:47:00,36998,14,0,0,8.2771
528,06:50:00,06:50:00,36999,15,0,0,9.1502
528,06:52:00,06:52:00,37000,16,0,0,9.4917
528,06:54:00,06:54:00,37001,17,0,0,10.0589
529,06:36:00,06:36:00,38579,1,0,0,0.0000
529,06:38:00,06:38:00,38578,2,0,0,0.5945
529,06:40:00,06:40:00,9878,3,0,0,1.2928
529,06:43:00,06:43:00,17699,4,0,0,2.4532
529,06:46:00,06:46:00,38442,5,0,0,3.7354
529,06:47:00,06:47:00,38441,6,0,0,4.2866
529,06:53:00,06:53:00,37378,7,0,0,5.7271
529,06:55:00,06:55:00,37377,8,0,0,6.0201
529,06:57:00,06:57:00,37376,9,0,0,6.3670
529,06:59:00,06:59:00,36994,10,0,0,6.6161
529,07:01:00,07:01:00,36995,11,0,0,6.9106
529,07:03:00,07:03:00,36996,12,0,0,7.3184
529,07:04:00,07:04:00,36997,13,0,0,7.5958
529,07:07:00,07:07:00,36998,14,0,0,8.2771
529,07:10:00,07:10:00,36999,15,0,0,9.1502
529,07:12:00,07:12:00,37000,16,0,0,9.4917
529,07:14:00,07:14:00,37001,17,0,0,10.0589
530,06:56:00,06:56:00,38579,1,0,0,0.0000
530,06:58:00,06:58:00,38578,2,0,0,0.5945
530,07:00:00,07:00:00,9878,3,0,0,1.2928
530,07:03:00,07:03:00,17699,4,0,0,2.4532
530,07:06:00,07:06:00,38442,5,0,0,3.7354
530,07:07:00,07:07:00,38441,6,0,0,4.2866
530,07:13:00,07:13:00,37378,7,0,0,5.7271
530,07:15:00,07:15:00,37377,8,0,0,6.0201
530,07:17:00,07:17:00,37376,9,0,0,6.3670
530,07:19:00,07:19:00,36994,10,0,0,6.6161
530,07:21:00,07:21:00,36995,11,0,0,6.9106
530,07:23:00,07:23:00,36996,12,0,0,7.3184
530,07:24:00,07:24:00,36997,13,0,0,7.5958
530,07:27:00,07:27:00,36998,14,0,0,8.2771
530,07:30:00,07:30:00,36999,15,0,0,9.1502
530,07:32:00,07:32:00,37000,16,0,0,9.4917
530,07:34:00,07:34:00,37001,17,0,0,10.0589
531,07:16:00,07:16:00,38579,1,0,0,0.0000
531,07:18:00,07:18:00,38578,2,0,0,0.5945
531,07:20:00,07:20:00,9878,3,0,0,1.2928
531,07:23:00,07:23:00,17699,4,0,0,2.4532
531,07:26:00,07:26:00,38442,5,0,0,3.7354
531,07:27:00,07:27:00,38441,6,0,0,4.2866
531,07:33:00,07:33:00,37378,7,0,0,5.7271
531,07:35:00,07:35:00,37377,8,0,0,6.0201
531,07:37:00,07:37:00,37376,9,0,0,6.3670
531,07:39:00,07:39:00,36994,10,0,0,6.6161
531,07:41:00,07:41:00,36995,11,0,0,6.9106
531,07:43:00,07:43:00,36996,12,0,0,7.3184
531,07:44:00,07:44:00,36997,13,0,0,7.5958
531,07:47:00,07:47:00,36998,14,0,0,8.2771
531,07:50:00,07:50:00,36999,15,0,0,9.1502
531,07:52:00,07:52:00,37000,16,0,0,9.4917
531,07:54:00,07:54:00,37001,17,0,0,10.0589
532,07:36:00,07:36:00,38579,1,0,0,0.0000
532,07:38:00,07:38:00,38578,2,0,0,0.5945
532,07:40:00,07:40:00,9878,3,0,0,1.2928
532,07:43:00,07:43:00,17699,4,0,0,2.4532
532,07:46:00,07:46:00,38442,5,0,0,3.7354
532,07:47:00,07:47:00,38441,6,0,0,4.2866
532,07:53:00,07:53:00,37378,7,0,0,5.7271
532,07:55:00,07:55:00,37377,8,0,0,6.0201
532,07:57:00,07:57:00,37376,9,0,0,6.3670
532,07:59:00,07:59:00,36994,10,0,0,6.6161
532,08:01:00,08:01:00,36995,11,0,0,6.9106
532,08:03:00,08:03:00,36996,12,0,0,7.3184
532,08:04:00,08:04:00,36997,13,0,0,7.5958
532,08:07:00,08:07:00,36998,14,0,0,8.2771
532,08:10:00,08:10:00,36999,15,0,0,9.1502
532,08:12:00,08:12:00,37000,16,0,0,9.4917
532,08:14:00,08:14:00,37001,17,0,0,10.0589
533,07:56:00,07:56:00,38579,1,0,0,0.0000
533,07:58:00,07:58:00,38578,2,0,0,0.5945
533,08:00:00,08:00:00,9878,3,0,0,1.2928
533,08:03:00,08:03:00,17699,4,0,0,2.4532
533,08:06:00,08:06:00,38442,5,0,0,3.7354
533,08:07:00,08:07:00,38441,6,0,0,4.2866
533,08:13:00,08:13:00,37378,7,0,0,5.7271
533,08:15:00,08:15:00,37377,8,0,0,6.0201
533,08:17:00,08:17:00,37376,9,0,0,6.3670
533,08:19:00,08:19:00,36994,10,0,0,6.6161
533,08:21:00,08:21:00,36995,11,0,0,6.9106
533,08:23:00,08:23:00,36996,12,0,0,7.3184
533,08:24:00,08:24:00,36997,13,0,0,7.5958
533,08:27:00,08:27:00,36998,14,0,0,8.2771
533,08:30:00,08:30:00,36999,15,0,0,9.1502
533,08:32:00,08:32:00,37000,16,0,0,9.4917
533,08:34:00,08:34:00,37001,17,0,0,10.0589
534,08:16:00,08:16:00,38579,1,0,0,0.0000
534,08:18:00,08:18:00,38578,2,0,0,0.5945
534,08:20:00,08:20:00,9878,3,0,0,1.2928
534,08:23:00,08:23:00,17699,4,0,0,2.4532
534,08:26:00,08:26:00,38442,5,0,0,3.7354
534,08:27:00,08:27:00,38441,6,0,0,4.2866
534,08:33:00,08:33:00,37378,7,0,0,5.7271
534,08:35:00,08:35:00,37377,8,0,0,6.0201
534,08:37:00,08:37:00,37376,9,0,0,6.3670
534,08:39:00,08:39:00,36994,10,0,0,6.6161
534,08:41:00,08:41:00,36995,11,0,0,6.9106
534,08:43:00,08:43:00,36996,12,0,0,7.3184
534,08:44:00,08:44:00,36997,13,0,0,7.5958
534,08:47:00,08:47:00,36998,14,0,0,8.2771
534,08:50:00,08:50:00,36999,15,0,0,9.1502
534,08:52:00,08:52:00,37000,16,0,0,9.4917
534,08:54:00,08:54:00,37001,17,0,0,10.0589
535,08:36:00,08:36:00,38579,1,0,0,0.0000
535,08:38:00,08:38:00,38578,2,0,0,0.5945
535,08:40:00,08:40:00,9878,3,0,0,1.2928
535,08:43:00,08:43:00,17699,4,0,0,2.4532
535,08:46:00,08:46:00,38442,5,0,0,3.7354
535,08:47:00,08:47:00,38441,6,0,0,4.2866
535,08:53:00,08:53:00,37378,7,0,0,5.7271
535,08:55:00,08:55:00,37377,8,0,0,6.0201
535,08:57:00,08:57:00,37376,9,0,0,6.3670
535,08:59:00,08:59:00,36994,10,0,0,6.6161
535,09:01:00,09:01:00,36995,11,0,0,6.9106
535,09:03:00,09:03:00,36996,12,0,0,7.3184
535,09:04:00,09:04:00,36997,13,0,0,7.5958
535,09:07:00,09:07:00,36998,14,0,0,8.2771
535,09:10:00,09:10:00,36999,15,0,0,9.1502
535,09:12:00,09:12:00,37000,16,0,0,9.4917
535,09:14:00,09:14:00,37001,17,0,0,10.0589
536,08:56:00,08:56:00,38579,1,0,0,0.0000
536,08:58:00,08:58:00,38578,2,0,0,0.5945
536,09:00:00,09:00:00,9878,3,0,0,1.2928
536,09:03:00,09:03:00,17699,4,0,0,2.4532
536,09:06:00,09:06:00,38442,5,0,0,3.7354
536,09:07:00,09:07:00,38441,6,0,0,4.2866
536,09:13:00,09:13:00,37378,7,0,0,5.7271
536,09:15:00,09:15:00,37377,8,0,0,6.0201
536,09:17:00,09:17:00,37376,9,0,0,6.3670
536,09:19:00,09:19:00,36994,10,0,0,6.6161
536,09:21:00,09:21:00,36995,11,0,0,6.9106
536,09:23:00,09:23:00,36996,12,0,0,7.3184
536,09:24:00,09:24:00,36997,13,0,0,7.5958
536,09:27:00,09:27:00,36998,14,0,0,8.2771
536,09:30:00,09:30:00,36999,15,0,0,9.1502
536,09:32:00,09:32:00,37000,16,0,0,9.4917
536,09:34:00,09:34:00,37001,17,0,0,10.0589
537,09:16:00,09:16:00,38579,1,0,0,0.0000
537,09:18:00,09:18:00,38578,2,0,0,0.5945
537,09:20:00,09:20:00,9878,3,0,0,1.2928
537,09:23:00,09:23:00,17699,4,0,0,2.4532
537,09:26:00,09:26:00,38442,5,0,0,3.7354
537,09:27:00,09:27:00,38441,6,0,0,4.2866
537,09:33:00,09:33:00,37378,7,0,0,5.7271
537,09:35:00,09:35:00,37377,8,0,0,6.0201
537,09:37:00,09:37:00,37376,9,0,0,6.3670
537,09:39:00,09:39:00,36994,10,0,0,6.6161
537,09:41:00,09:41:00,36995,11,0,0,6.9106
537,09:43:00,09:43:00,36996,12,0,0,7.3184
537,09:44:00,09:44:00,36997,13,0,0,7.5958
537,09:47:00,09:47:00,36998,14,0,0,8.2771
537,09:50:00,09:50:00,36999,15,0,0,9.1502
537,09:52:00,09:52:00,37000,16,0,0,9.4917
537,09:54:00,09:54:00,37001,17,0,0,10.0589
538,09:36:00,09:36:00,38579,1,0,0,0.0000
538,09:38:00,09:38:00,38578,2,0,0,0.5945
538,09:40:00,09:40:00,9878,3,0,0,1.2928
538,09:43:00,09:43:00,17699,4,0,0,2.4532
538,09:46:00,09:46:00,38442,5,0,0,3.7354
538,09:47:00,09:47:00,38441,6,0,0,4.2866
538,09:53:00,09:53:00,37378,7,0,0,5.7271
